id,name,structure_type,road_name,road_number,road_class,chainage_km,latitude,longitude,span_length_m,no_of_spans,no_of_lanes,no_of_piers,width_m,material,crossing_type,surface_type,year_built,condition_rating,last_inspection_date,district,region,maintenance_station,functional_class,river,overall_rating
BRG-B087,WASSA,bridge,Karugutu - Ntoroko,C541_Link01,C,24.0599994659424,0.93501,30.363371,19.8,1,1,0,3.1,Timber,01,Unsealed,0,4,2022-08-11,Fort Portal,Western,Fort Portal,C,WASSA,7
BRG-B088,SOGOHA,bridge,Fortportal - Kijura - Kabende Bridge-Sogahe-Kyarusozi,C542_Link01,C,40.2849998474121,0.88128,30.49469,15.0,2,2,1,4.9,Steel Truss,01,Unsealed,0,4,2024-01-03,Fort Portal,Western,Fort Portal,C,SOGOHA,7
BRG-B089,WAIGA,bridge,Bukumi-Bulisa,C623_Link01,C,25.3500003814697,1.99229,31.475267,19.2,2,2,1,14.5,Steel Girder,01,Bituminous,2022,5,2023-05-08,Masindi,Western,Masindi,C,WAIGA,7
BRG-B090,WAIGA,bridge,Kisanja-Park junction,C625_Link01,C,41.1599998474121,2.05924,31.71674,36.0,1,2,0,10.0,Timber,01,Bituminous,2022,4,2023-10-05,Masindi,Western,Masindi,C,WAIGA,7
BRG-B091,WARINGO,bridge,Kisanja-Park junction,C625_Link01,C,45.5299987792969,2.09726,31.71604,18.0,1,2,0,10.0,Steel Girder,01,Bituminous,2022,5,2022-12-09,Masindi,Western,Masindi,C,WARINGO,7
BRG-B092,ZOLEYA,bridge,Kisanja-Park junction,C625_Link01,C,51.810001373291,2.14857,31.7062,36.0,1,2,0,10.0,Masonry,01,Bituminous,2022,5,2022-06-12,Masindi,Western,Masindi,C,ZOLIYA,7
BRG-B093,SAMBIYA,bridge,Kisanja-Park junction,C625_Link01,C,55.3600006103516,2.17821,31.697069,5.2,1,2,0,10.0,Timber,01,Bituminous,2022,5,2023-12-04,Masindi,Western,Masindi,C,SAMBIYA,7
BRG-B094,ATURUKURU,bridge,Tororo-Nagongera,C832_Link01,C,2.29999995231628,0.70289,34.158821,6.5,1,2,0,8.5,Masonry,01,Unsealed,0,2,2024-04-02,Tororo,Eastern,Tororo,C,RUBONGE,6
BRG-B095,PAKAMU,bridge,Tororo-Nagongera,C832_Link01,C,33.5,0.72214,34.118549,3.2,1,1,0,5.0,Steel Composite,01,Unsealed,0,2,2024-02-02,Tororo,Eastern,Tororo,C,PAKAMU,6
BRG-B096,MAHANGA,bridge,Tororo-Nagongera,C832_Link01,C,33.5,0.76043,34.042061,5.8,1,1,0,5.0,Steel Girder,01,Unsealed,0,3,2023-03-09,Tororo,Eastern,Tororo,C,MAHANGA,5
BRG-B097,NAKULUMUTU,bridge,Nabumali junction-Busolwe,C833_Link01,C,34.5,0.93139,33.996181,4.5,1,1,0,4.0,Steel Girder,01,Unsealed,0,3,2023-06-07,Tororo,Eastern,Tororo,C,NAKULUMUTU,5
BRG-B098,NKOLA,bridge,Nabumali junction-Busolwe,C833_Link01,C,34.5,0.9305,33.99501,7.5,1,1,0,3.6,Reinforced Concrete,01,Unsealed,0,3,2023-02-07,Tororo,Eastern,Tororo,C,MANAFA,5
BRG-B099,NAKWAZI,bridge,Nabumali junction-Busolwe,C833_Link01,C,34.5,0.85453,33.935452,5.0,1,1,0,4.6,Steel Truss,01,Unsealed,0,4,2023-06-07,Tororo,Eastern,Tororo,C,NAKWAZI,4
BRG-B100,BUDUMBBA,bridge,Busolwe-Budumba,C833_Link02,C,36.0,0.82721,33.789551,25.4,4,1,4,3.3,Reinforced Concrete,01,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,MPOLOGOMA,6
BRG-B101,MIWU,bridge,Nalugugu-Mutufu-Budadiri,C861_Link01,C,16.2000007629395,1.19068,34.318451,4.0,1,1,0,4.2,Steel Composite,01,Unsealed,0,4,2022-06-12,Mbale,Eastern,Mbale,C,MIWU,5
BRG-B102,SIRONKO,bridge,Nalugugu-Mutufu-Budadiri,C861_Link01,C,16.0,1.18582,34.32291,20.0,1,2,0,8.0,Masonry,01,Unsealed,0,3,2023-10-05,Mbale,Eastern,Mbale,C,,6
BRG-B103,KADO,bridge,Namagumba - Budadiri,C862_Link01,C,18.3999996185303,1.16501,34.343941,7.0,1,2,0,9.1,Masonry,01,Unsealed,1997,5,2023-06-07,Mbale,Eastern,Mbale,C,KADO,7
BRG-B104,SONOLI,bridge,Namagumba - Budadiri,C862_Link01,C,18.3999996185303,1.1602,34.299999,6.5,1,2,0,7.8,Reinforced Concrete,01,Unsealed,0,3,2023-09-05,Mbale,Eastern,Mbale,C,SONOLI,6
BRG-B105,NAMATSU,bridge,Mbale - Nkokonjeru,C863_Link01,C,21.0,1.07785,34.18692,7.0,1,2,0,9.5,Steel Truss,01,Unsealed,0,4,2022-06-12,Mbale,Eastern,Mbale,C,NAMATSU,5
BRG-B106,KIGEZI,bridge,Mbale - Nkokonjeru,C863_Link01,C,21.0,1.06059,34.241241,5.0,1,1,0,4.5,Timber,01,Unsealed,0,3,2024-01-03,Mbale,Eastern,Mbale,C,,6
BRG-B107,NAMIKHOMA,bridge,Munamba - Lwakhakha,C866_Link01,C,4.5,0.81193,34.874741,12.0,1,2,0,11.6,Steel Girder,01,Bituminous,2020,5,2023-02-07,Tororo,Eastern,Tororo,C,NAMIKHOMA,7
BRG-B108,PASA,bridge,Bubulo-Bududa Circle road,C867_Link02,C,28.3999996185303,0.95722,34.285881,8.0,1,2,0,8.0,Steel Truss,01,Unsealed,0,4,2023-04-08,Mbale,Eastern,Mbale,C,PASA,4
BRG-B109,TSUTSU,bridge,Bubulo-Bududa Circle road,C867_Link02,C,28.3999996185303,0.99758,34.33168,8.0,1,2,0,7.8,Steel Truss,01,Unsealed,0,2,2023-09-05,Mbale,Eastern,Mbale,C,TSUTSU,3
BRG-B110,Manafa,bridge,Bubulo-Bududa Circle road,C867_Link02,C,0,1.00816,34.369579,52,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,4,2024-02-02,Mbale,Eastern,Mbale,C,,5
BRG-B111,Manafwa,bridge,Kibuku - Nyabushozi,C575_Link01,C,0,1.003715,34.361641,34,1,2,0,7.3,Masonry,Road over river,Unsealed,0,2,2023-12-04,Fort Portal,Western,Fort Portal,C,,7
BRG-B112,MANAFA,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,15.6000003814697,0.94066,34.280281,12.0,2,2,1,11.6,Masonry,01,Unsealed,0,4,2022-12-09,Kitgum,Northern,Kitgum,C,MANAFA,7
BRG-B113,NAMUNYIRI,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,16.0,0.81437,34.34417,12.0,1,2,0,11.6,Steel Composite,01,Unsealed,0,4,2022-06-12,Kitgum,Northern,Kitgum,C,NAMUNYIRI,7
BRG-B114,MBIGI,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,9.80000019073486,1.308,34.328812,16.0,1,2,0,8.0,Masonry,01,Unsealed,0,4,2022-12-09,Kitgum,Northern,Kitgum,C,YEMBE,7
BRG-B115,KUMI,bridge,Lokitanyara-Loro-Amudat,C963_Link02,C,45.5,1.46854,33.699699,7.9,4,2,3,4.3,Steel Girder,01,Unsealed,0,3,2024-04-02,Moroto,North Eastern,Moroto,C,AMOKOKA,7
BRG-B116,ABUKET,bridge,Amudat-Alakasi-Kalita,C963_Link03,C,45.5,1.45332,33.654381,8.0,3,2,2,7.4,Timber,01,Unsealed,0,3,2024-05-02,Moroto,North Eastern,Moroto,C,ABUKET,7
BRG-B117,TOCHI BRIDGE,bridge,Toroma-Magoro,C964_Link02,C,297.382995605469,2.624604,32.33297,18.9,1,2,0,9.8,Prestressed Concrete,01,Unsealed,0,2,2023-11-04,Soroti,North Eastern,Soroti,C,TOCHI RIVER,5
BRG-B118,Unyama,bridge,Kokeris - Lopei,C967_Link01,C,0,3.569871,32.072166,56,1,2,0,7.3,Masonry,Road over river,Unsealed,0,2,2023-07-07,Moroto,North Eastern,Moroto,C,,2
BRG-B119,ENYAU BRIDGE,bridge,Manibe - Maracha - Koboko,A008_Link06,A,246.399002075195,3.090026,30.905371,21.6,1,2,0,10.8,Steel Girder,01,Bituminous,2015,5,2024-04-02,Arua,Northern,Arua,A,ENYAU RIVER,6
BRG-B120,ENVE BRIDGE,bridge,Koboko - Oraba(Uganda/Sudan border),A008_Link07,A,253.800003051758,3.510684,30.910522,22.5,1,2,0,10.8,Steel Composite,01,Bituminous,2015,5,2023-01-08,Arua,Northern,Arua,A,ENVE RIVER,7
BRG-B120-143,ENVE,bridge,Manibe - Maracha - Koboko,A008_Link06,A,0,3.15209,30.90546,56,1,2,0,7.3,Masonry,Road over river,Bituminous,2015,5,2022-11-09,Arua,Northern,Arua,A,,7
BRG-B121,OLUFFE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,260.0,3.188831,30.933994,22.0,1,2,0,10.7,Timber,01,Bituminous,2018,4,2022-09-10,Kampala,Central,Kampala,M,OLUFFE,7
BRG-B122,AYI BRIDGE,bridge,Manibe - Maracha - Koboko,A008_Link06,A,270.299011230469,3.255021,30.943035,20.3,1,2,0,10.7,Reinforced Concrete,01,Bituminous,2015,4,2023-01-08,Arua,Northern,Arua,A,AYI RIVER,7
BRG-B123,YOO,bridge,Kampala - Entebbe Expressway,M3_Link01,M,280.600006103516,3.326374,30.948389,17.3,1,2,0,10.7,Reinforced Concrete,01,Bituminous,2018,4,2023-06-07,Kampala,Central,Kampala,M,YOYO RIVER,7
BRG-B124,ORU BRIDGE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,281.600006103516,3.333611,30.95351,24.3,1,2,0,10.7,Timber,01,Bituminous,2018,4,2022-07-12,Kampala,Central,Kampala,M,ORU RIVER,7
BRG-B125,APA BRIDGE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,283.200012207031,3.396792,30.956715,17.1,1,2,0,10.8,Steel Composite,01,Bituminous,2018,5,2022-10-10,Kampala,Central,Kampala,M,APA RIVER,7
BRG-B126,KOCHI BRIDGE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,298.299987792969,3.442961,30.960333,14.9,1,2,0,10.8,Steel Girder,01,Bituminous,2018,5,2024-04-02,Kampala,Central,Kampala,M,KOCHI,7
BRG-B127,AYUGI BRIDGE,bridge,Kiziranfumbi - Kabaale,C596_Link01,C,20.1000003814697,3.348225,32.041069,14.4,3,2,2,11.1,Reinforced Concrete,01,Bituminous,2024,4,2023-10-05,Hoima,Western,Hoima,C,AYUGI RIVER,7
BRG-B129,ERIA BRIDGE,bridge,Atiak - Moyo,B250_Link01,B,42.2000007629395,3.377563,31.993473,12.4,3,2,2,11.1,Steel Truss,01,Bituminous,2025,5,2022-09-10,Moyo,Northern,Moyo,B,ERIA RIVER,6
BRG-B134,YII BRIDGE,bridge,Moyo - Yumbe,B250_Link02,B,111.778999328613,3.580359,31.571014,7.7,1,1,0,3.6,Steel Composite,01,Unsealed,0,3,2023-06-07,Moyo,Northern,Moyo,B,YII,3
BRG-B134-153,YII,bridge,Moyo - Yumbe,B250_Link02,B,0,3.60911,31.535219,20,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,2,2023-10-05,Moyo,Northern,Moyo,B,,7
BRG-B135,NYAWA BRIDGE,bridge,Moyo - Yumbe,B250_Link02,B,117.800003051758,3.609253,31.535076,15.7,2,2,1,8.6,Prestressed Concrete,01,Unsealed,0,2,2023-08-06,Moyo,Northern,Moyo,B,NYAWA BRIDGE,7
BRG-B135-155,NYAWA,bridge,Moyo - Yumbe,B250_Link02,B,0,3.575433,31.481871,19,1,2,0,7.3,Steel Girder,Road over river,Unsealed,0,2,2023-09-05,Moyo,Northern,Moyo,B,,7
BRG-B136,KOCHI,bridge,Moyo - Yumbe,B250_Link02,B,123.599998474121,3.559625,31.438583,18.8,2,2,1,8.6,Timber,01,Unsealed,0,2,2023-08-06,Moyo,Northern,Moyo,B,KOCHI,7
BRG-B137,JURE,bridge,Yumbe - Manibe,B250_Link03,B,0,3.38139,31.2775,25,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,3,2023-02-07,Arua,Northern,Arua,B,,2
BRG-B138,DACHA,bridge,Yumbe - Manibe,B250_Link03,B,172.533004760742,3.362382,31.262203,11.7,1,2,0,8.7,Steel Composite,01,Unsealed,0,4,2024-03-03,Arua,Northern,Arua,B,DACHA,7
BRG-B139,ORE BRIDGE,bridge,Yumbe - Manibe,B250_Link03,B,181.113998413086,3.337053,31.203848,11.5,1,2,0,8.7,Timber,01,Unsealed,0,3,2023-11-04,Arua,Northern,Arua,B,ORE RIVER,7
BRG-B142,ORU BRIDGE,bridge,Yumbe - Manibe,B250_Link03,B,192.733993530273,3.265765,31.135326,6.8,5,1,4,3.7,Masonry,01,Unsealed,0,2,2024-05-02,Arua,Northern,Arua,B,ORU BRIDGE,4
BRG-B143,ENYAWU BRIDGE,bridge,Yumbe - Manibe,B250_Link03,B,198.899993896484,3.252225,31.124056,8.4,4,1,3,4.2,Reinforced Concrete,01,Unsealed,0,2,2023-08-06,Arua,Northern,Arua,B,ENYAWU RIVER,6
BRG-B144,AYAGO BRIDGE,bridge,Gulu - Olwiyo,B251_Link01,B,35.7999992370605,2.617902,32.055302,19.0,1,2,0,11.6,Timber,01,Bituminous,2019,5,2024-04-02,Gulu,Northern,Gulu,B,AYAGO RIVER,7
BRG-B145,AYAGO BRIDGE,bridge,Karuma - Olwiyo,A008_Link01,A,38.2000007629395,2.416902,31.996092,10.8,3,2,2,7.5,Masonry,01,Bituminous,2006,4,2023-08-06,Gulu,Northern,Gulu,A,AYAGO RIVER,7
BRG-B146,AKAKU,bridge,Gulu - Olwiyo,B251_Link01,B,0,2.58932,31.92931,16,1,2,0,7.3,Steel Composite,Road over river,Bituminous,2019,5,2023-06-07,Gulu,Northern,Gulu,B,,5
BRG-B147,ITUNGA BRIDGE,bridge,Lira - Puranga Bridge,B252_Link01,B,61.8079986572266,2.55183,32.932499,7.3,1,1,0,7.9,Prestressed Concrete,01,Unsealed,0,4,2023-03-09,Lira,Northern,Lira,B,ITUNGA STREAM,5
BRG-B148,PURANGA BRIDGE,bridge,Lira - Puranga Bridge,B252_Link01,B,61.8079986572266,2.60644,32.936661,19.0,3,2,2,11.6,Steel Truss,01,Unsealed,0,4,2022-09-10,Lira,Northern,Lira,B,PURANGA RIVER,7
BRG-B149,ATUP BRIDGE,bridge,Puranga Bridge - Corner Kilak - Pejule - Acholibur,B252_Link02,B,163.147994995117,2.73759,32.949791,4.2,2,2,1,7.9,Prestressed Concrete,01,Unsealed,0,4,2023-07-07,Kitgum,Northern,Kitgum,B,ATUP RIVER,6
BRG-B150,AGORA BRIDGE,bridge,Puranga Bridge - Corner Kilak - Pejule - Acholibur,B252_Link02,B,104.779998779297,2.82143,32.962421,4.8,1,2,0,8.0,Timber,01,Unsealed,0,2,2023-10-05,Kitgum,Northern,Kitgum,B,AGORA RIVER,4
BRG-B151,AGAGO BRIDGE,bridge,Puranga Bridge - Corner Kilak - Pejule - Acholibur,B252_Link02,B,112.871002197266,2.83984,32.964451,5.1,6,2,5,8.0,Steel Girder,01,Unsealed,0,4,2023-03-09,Kitgum,Northern,Kitgum,B,AGAGO,6
BRG-B154,PAGER BRIDGE,bridge,Acholibur - Kitgum,B252_Link03,B,185.481002807617,3.30085,32.879749,18.7,3,2,2,15.0,Masonry,01,Bituminous,2018,5,2023-02-07,Kitgum,Northern,Kitgum,B,PAGER RIVER,7
BRG-B156,ARINGA BRIDGE,bridge,Kitgum - Madi Opei,B252_Link04,B,203.785003662109,3.396599,33.004631,18.7,2,2,1,11.6,Steel Truss,01,Bituminous,2018,5,2024-01-03,Kitgum,Northern,Kitgum,B,ARINGA,7
BRG-B158,SIPI,bridge,Muyembe - Namalu,B300_Link03,B,72.0999984741211,1.38248,34.314331,8.0,1,2,0,4.5,Timber,01,Unsealed,0,3,2024-04-02,Mbale,Eastern,Mbale,B,SIPI,5
BRG-B159,CHEPTUI,bridge,Muyembe - Namalu,B300_Link03,B,32.5,1.40637,34.3442,21.0,1,2,0,5.5,Timber,01,Unsealed,0,3,2023-07-07,Mbale,Eastern,Mbale,B,CHEPTUI,1
BRG-B160,CHESEBERE,bridge,Muyembe - Namalu,B300_Link03,B,32.5,1.41471,34.34967,5.0,1,1,0,9.0,Steel Girder,01,Unsealed,0,3,2022-12-09,Mbale,Eastern,Mbale,B,CHESEBERE,0
BRG-B161,MUYEMBE-ANGUTUM,bridge,Muyembe - Namalu,B300_Link03,B,32.5,1.47082,34.40419,12.0,1,2,0,8.0,Steel Truss,01,Unsealed,0,4,2024-02-02,Mbale,Eastern,Mbale,B,,4
BRG-B162,ROAD OVER RIVER,bridge,Muyembe - Namalu,B300_Link03,B,32.5,1.50021,34.444229,7.0,1,2,0,7.6,Steel Composite,01,Unsealed,0,4,2024-03-03,Mbale,Eastern,Mbale,B,,2
BRG-B163,SERETYO,bridge,Muyembe - Namalu,B300_Link03,B,208.0,1.53895,34.49395,20.0,1,2,0,11.4,Timber,01,Unsealed,0,2,2023-11-04,Mbale,Eastern,Mbale,B,SERETYO,7
BRG-B164,OKILIM,bridge,Muyembe - Namalu,B300_Link03,B,0,1.59842,34.543621,8.2,3,2,2,20.0,Steel Composite,01,Unsealed,0,4,2023-11-04,Mbale,Eastern,Mbale,B,,0
BRG-B165,LORENGEDWAT,bridge,Lokapel - Ariamoi,B300_Link05,B,162.0,2.35148,34.580502,24.5,2,2,1,11.0,Timber,01,Bituminous,2016,5,2022-07-12,Moroto,North Eastern,Moroto,B,OMANIMAN,7
BRG-B166,NAMALERA,bridge,Lokapel - Ariamoi,B300_Link05,B,161.800003051758,2.40346,34.57373,25.0,1,2,0,11.0,Steel Composite,01,Bituminous,2016,5,2023-11-04,Moroto,North Eastern,Moroto,B,NAMALERA,7
BRG-B167,LOKALI,bridge,Lokapel - Ariamoi,B300_Link05,B,162.0,2.44495,34.571831,25.0,1,2,0,11.0,Timber,01,Bituminous,2016,4,2022-10-10,Moroto,North Eastern,Moroto,B,LOKALI,7
BRG-B168,NADUNGET,bridge,Ariamoi - Moroto,B300_Link06,B,208.0,2.51141,34.592621,25.0,1,2,0,11.0,Steel Composite,01,Bituminous,2016,5,2022-10-10,Moroto,North Eastern,Moroto,B,ANGOLOT,7
BRG-B169,LOKICHAR,bridge,Ariamoi - Kaladonapal - Kaperimoru,B301_Link01,B,0,2.57909,34.333889,77,1,2,0,7.3,Timber,Road over river,Unsealed,0,4,2022-06-12,Kotido,North Eastern,Kotido,B,,5
BRG-B170,DANYANGALA,bridge,Kapelimoru - Kotido,B301_Link02,B,83.5,2.97246,34.11483,31.0,1,2,0,4.8,Prestressed Concrete,01,Unsealed,0,4,2023-04-08,Kotido,North Eastern,Kotido,B,,7
BRG-B171,KOTIDO- KAILONG,bridge,Kotido - Abim,B302_Link01,B,63.5,2.99582,34.09211,18.8,1,1,0,4.5,Prestressed Concrete,01,Unsealed,0,3,2023-12-04,Kotido,North Eastern,Kotido,B,,7
BRG-B172,KATULANGOLE,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.3311,34.118771,21.5,1,1,0,4.5,Steel Truss,01,Unsealed,0,4,2023-02-07,Kotido,North Eastern,Kotido,B,KATULANGOLE,6
BRG-B173,LOCHOM,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.43824,34.144859,15.8,1,2,0,4.5,Timber,01,Unsealed,0,3,2023-01-08,Kotido,North Eastern,Kotido,B,LOCHOM,7
BRG-B174,LOMUSAN,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.49903,34.165779,15.6,1,2,0,4.5,Prestressed Concrete,01,Unsealed,0,4,2023-06-07,Kotido,North Eastern,Kotido,B,LOMUSAN,7
BRG-B175,KAABONG,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.52005,34.12896,20.0,2,2,1,10.4,Reinforced Concrete,01,Unsealed,0,3,2023-06-07,Kotido,North Eastern,Kotido,B,KAABONG,7
BRG-B176,LAKAPELOT,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.62877,34.088291,15.0,1,2,0,4.5,Masonry,01,Unsealed,0,3,2023-06-07,Kotido,North Eastern,Kotido,B,AKAPELOT,1
BRG-B177,YADALALA,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.64267,34.074718,15.0,1,2,0,4.5,Prestressed Concrete,01,Unsealed,0,2,2024-05-02,Kotido,North Eastern,Kotido,B,NAKWOSONGWAN,7
BRG-B178,NARIAMABUNE,bridge,Kotido - Apaan - Kabong,B301_Link03,B,102.5,3.64615,34.036449,16.0,1,2,0,10.5,Prestressed Concrete,01,Unsealed,0,3,2023-02-07,Kotido,North Eastern,Kotido,B,LOBALOKILI,7
BRG-B179,LOYOROIT,bridge,Kotido - Abim,B302_Link01,B,43.0,2.82157,33.75135,27.0,1,1,0,5.0,Steel Truss,01,Unsealed,0,4,2023-03-09,Kotido,North Eastern,Kotido,B,LOYOROIT,7
BRG-B181,OTAKA BRIDGE,bridge,Abim - Kilak,B302_Link02,B,0,2.80604,33.063862,39,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,4,2024-04-02,Kitgum,Northern,Kitgum,B,,7
BRG-B182,KOMOLO,bridge,Arapai - Katakwi - Iriri,B303_Link02,B,29.6000003814697,1.85869,33.847889,26.0,3,2,2,11.0,Prestressed Concrete,01,Bituminous,2020,5,2022-11-09,Soroti,North Eastern,Soroti,B,KOMOLO,7
BRG-B183,GETOM,bridge,Arapai - Katakwi - Iriri,B303_Link02,B,0,1.86417,33.864201,37,1,2,0,7.3,Timber,Road over river,Bituminous,2020,5,2023-06-07,Soroti,North Eastern,Soroti,B,,4
BRG-B184,AKANGOLE,bridge,Arapai - Katakwi - Iriri,B303_Link02,B,54.0999984741211,2.43725,34.478359,26.0,3,2,2,18.8,Steel Truss,01,Bituminous,2020,4,2023-05-08,Soroti,North Eastern,Soroti,B,OMANIMA,7
BRG-B185,Apak Bridge,bridge,Lira - Akia,C650_Link01,C,0,2.37072,33.220798,62,1,2,0,7.3,Steel Truss,Road over river,Bituminous,2019,5,2024-02-02,Lira,Northern,Lira,C,,7
BRG-B186,APAK BRIDGE,bridge,Lira - Akia,C650_Link01,C,43.7400016784668,2.37072,33.220791,20.2,2,2,1,9.7,Steel Truss,01,Bituminous,2019,5,2023-07-07,Lira,Northern,Lira,C,APAK RIVER,7
BRG-B187,TOCHI (AWOL) BRIDGE,bridge,Bobi-Aboke-Ayer,C655_Link01,C,7.92999982833862,2.524747,32.40358,26.6,1,2,0,11.2,Steel Composite,01,Unsealed,0,2,2024-01-03,Gulu,Northern,Gulu,C,TOCHI RIVER,7
BRG-B188,ODEK,bridge,Opit-Rwackoko,C680_Link02,C,0,2.68018,32.739159,48,1,2,0,7.3,Steel Girder,Road over river,Unsealed,0,3,2024-04-02,Gulu,Northern,Gulu,C,,7
BRG-B189,AWERE BRIDGE,bridge,Opit-Rwackoko,C680_Link02,C,74.9100036621094,2.687393,32.786407,16.5,3,1,2,6.8,Timber,01,Unsealed,0,4,2022-07-12,Gulu,Northern,Gulu,C,ASWA RIVER,3
BRG-B192,AJAN BRIDGE,bridge,Acholibur - Aswa,C681_Link01,C,21.5249996185303,3.030654,32.76746,19.4,2,2,1,11.7,Reinforced Concrete,01,Bituminous,2018,5,2023-09-05,Kitgum,Northern,Kitgum,C,AJAN RIVER,7
BRG-B195,ASWA BRIDGE,bridge,Aswa - Gulu,C681_Link02,C,45.1209983825684,2.957123,32.581944,20.4,3,2,2,10.6,Reinforced Concrete,01,Bituminous,2018,4,2022-10-10,Gulu,Northern,Gulu,C,ASWA RIVER,7
BRG-B196,UNYAMA BRIDGE,bridge,Gulu - Logere - Adee,C682_Link01,C,20.3199996948242,2.955103,32.288567,6.8,2,1,1,4.2,Reinforced Concrete,01,Unsealed,0,4,2022-08-11,Gulu,Northern,Gulu,C,UNYAMA RIVER,4
BRG-B197,Nyarwotho,bridge,Nebbi - Goli,C745_Link01,C,0,2.37718,31.029881,26,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,4,2022-12-09,Arua,Northern,Arua,C,,7
BRG-B198,UNYAMA BRIDGE,bridge,Atiak-Palabek,C700_Link01,C,10.9449996948242,3.266038,32.20805,31.0,1,1,0,6.5,Masonry,01,Unsealed,0,3,2024-04-02,Kitgum,Northern,Kitgum,C,UNYAMA RIVER,7
BRG-B199,ASWA BRIDGE,bridge,Atiak-Palabek,C700_Link01,C,37.4980010986328,3.299143,32.36237,22.0,4,1,3,6.0,Timber,01,Unsealed,0,4,2023-02-07,Kitgum,Northern,Kitgum,C,ASWA RIVER,7
BRG-B200,AWICH BRIDGE,bridge,Atiak-Palabek,C700_Link01,C,48.1199989318848,3.369424,32.413349,10.6,1,1,0,3.9,Steel Girder,01,Unsealed,0,3,2023-05-08,Kitgum,Northern,Kitgum,C,AWICH RIVER,4
BRG-B201,BURKUNG,bridge,Atiak-Palabek,C700_Link01,C,62.8870010375977,3.43055,32.52346,12.6,1,1,0,6.0,Steel Composite,01,Unsealed,0,2,2024-04-02,Kitgum,Northern,Kitgum,C,BURKUNG,5
BRG-B202,LAGWEL BRIDGE,bridge,Kitgum-Lukung-Ngomoromo,C701_Link01,C,14.4670000076294,3.441197,32.853283,5.5,1,1,0,4.3,Timber,01,Unsealed,0,3,2024-04-02,Kitgum,Northern,Kitgum,C,LAGWEL STREAM,6
BRG-B203,LIMU BRIDGE,bridge,Kitgum-Lukung-Ngomoromo,C701_Link01,C,54.4860000610352,3.668679,32.591454,7.4,1,1,0,5.6,Steel Truss,01,Unsealed,0,3,2023-12-04,Kitgum,Northern,Kitgum,C,LIMU RIVER,3
BRG-B206,OKURA BRIDGE,bridge,Madi Opei-Agoro Hills,C702_Link01,C,0,3.79756,33.014526,10.3,1,1,0,4.6,Reinforced Concrete,01,Unsealed,0,4,2024-02-02,Kitgum,Northern,Kitgum,C,21.543,7
BRG-B207,KITGUM MATIDI,bridge,Kitgum - Orom,C703_Link01,C,22.1469993591309,3.260317,33.069176,5.1,8,1,7,4.8,Masonry,01,Unsealed,0,3,2023-12-04,Kitgum,Northern,Kitgum,C,PAGER RIVER,4
BRG-B208,ORAA 1,bridge,Pakwach-Inde,C743_Link01,C,0,2.71777,31.392731,65,1,2,0,7.3,Timber,Road over river,Unsealed,0,4,2022-08-11,Arua,Northern,Arua,C,,4
BRG-B209,ORAA2 BRIDGE,bridge,Pakwach-Inde,C743_Link01,C,33.5620002746582,2.714978,31.392799,35.2,1,1,0,5.1,Reinforced Concrete,01,Unsealed,0,4,2023-12-04,Arua,Northern,Arua,C,ORAA RIVER,5
BRG-B210,AWA,bridge,Inde-Ocoko,C743_Link02,C,0,2.88667,31.20067,57,1,2,0,7.3,Timber,Road over river,Unsealed,0,4,2022-11-09,Arua,Northern,Arua,C,,2
BRG-B211,ALLAH BRIDGE,bridge,Inde-Ocoko,C743_Link02,C,78.2990036010742,2.903366,31.072243,21.0,1,2,0,11.4,Reinforced Concrete,01,Unsealed,0,2,2024-03-03,Arua,Northern,Arua,C,ALA RIVER,7
BRG-B212,OLEMIKA BRIDGE,bridge,Inde-Ocoko,C743_Link02,C,84.4990005493164,2.914741,31.019199,11.6,1,2,0,10.7,Steel Girder,01,Unsealed,0,2,2024-04-02,Arua,Northern,Arua,C,OLEMIKA,7
BRG-B213,BORO BRIDGE,bridge,Packwach - Panyimur,C746_Link01,C,21.8050003051758,2.320189,31.357399,7.0,3,1,2,4.0,Steel Composite,01,Unsealed,0,4,2022-08-11,Arua,Northern,Arua,C,MUTUTU,6
